asset_id,file_path,file_name,file_type,category,scene,description,resolution,duration,quality_score,brand_fit_score,usage_priority,recommended_section,usage_role,issues,ai_edit_needed,notes,status,review_status,creative_grade,review_summary,reviewed_at,commercial_clearance,clearance_basis
AST-0105,01_INPUT(입력_원본)/05_PRODUCTS(제품)/artwork_final/야경5.png,야경5.png,png,제품 그래픽,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,1475 × 1475 px,N/A — 정지 이미지,MEDIUM,MEDIUM — KOREA TOUR : SEOUL,A,NIGHT / DESIGN STORY,REFERENCE / NARRATIVE,현재 파일은 워터마크가 있어 상업 사용 불가. [SOURCE REQUIRED] 구매 라이선스와 워터마크 없는 원본; 현행 Night SKU/실제 프린트.,NO — 워터마크 제거·실제 제품 증거 생성은 AI로 수행 금지.,원본: /Volumes/DESKTOP/XXX STUDIO/1) 디자인/04) SEOUL/최종/찐최종/야경5.png,CANDIDATE,REVIEWED,HOLD,"관찰: 잠실·롯데월드타워 야경을 검정 배경·교차선·좌표 체계와 결합한 NIGHT 시안이며 iStock Credit 워터마크가 보인다. 판정: HOLD. → NIGHT 실제 제품 증거: AST-0439/0452, 도시 장면 AST-0460.",2026-08-09,,UNKNOWN
AST-0106,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/CDP92_155x155.ai,CDP92_155x155.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,VERIFY NEEDED,VERIFY NEEDED,HOLD,INVITATION / PACKAGE,DETAIL / NARRATIVE,실물 규격·인쇄 사양 또는 원본 아트보드 확인 필요.,NO,초대장·티켓·패키지 첫 배치 검토. 실제 아트보드 또는 규격·권리 확인 전에는 창작적 우선순위를 확정하지 않는 HOLD 자산.,HOLD,REVIEWED,HOLD,초대장·티켓·패키지 첫 배치 검토. 실제 아트보드 또는 규격·권리 확인 전에는 창작적 우선순위를 확정하지 않는 HOLD 자산.,2026-08-09,,UNKNOWN
AST-0107,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/bag/단색/칼선샘플(단색대봉투)_330x245_기성형.ai,칼선샘플(단색대봉투)_330x245_기성형.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0108,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/bag/단색/칼선샘플(단색소봉투)_220x105_기성형.ai,칼선샘플(단색소봉투)_220x105_기성형.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0109,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/bag/단색/칼선샘플(단색이중봉투)_205x100_기성형.ai,칼선샘플(단색이중봉투)_205x100_기성형.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0110,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/bag/단색/칼선샘플(단색중봉투)_260x190_기성형.ai,칼선샘플(단색중봉투)_260x190_기성형.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0111,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/bag/단색/칼선샘플(단색특대봉투)_390x290_기성형.ai,칼선샘플(단색특대봉투)_390x290_기성형.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0112,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/bag/칼라/칼선샘플(칼라대봉투)_330x245_규격형.ai,칼선샘플(칼라대봉투)_330x245_규격형.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0113,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/bag/칼라/칼선샘플(칼라대봉투)_330x245_자켓형.ai,칼선샘플(칼라대봉투)_330x245_자켓형.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0114,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/bag/칼라/칼선샘플(칼라소봉투)_220x105_규격형.ai,칼선샘플(칼라소봉투)_220x105_규격형.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0115,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/bag/칼라/칼선샘플(칼라소봉투)_220x105_자켓형.ai,칼선샘플(칼라소봉투)_220x105_자켓형.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0116,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/bag/칼라/칼선샘플(칼라중봉투)_260x190_규격형.ai,칼선샘플(칼라중봉투)_260x190_규격형.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0117,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/bag/칼라/칼선샘플(칼라중봉투)_260x190_자켓형.ai,칼선샘플(칼라중봉투)_260x190_자켓형.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0118,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/상품권/칼선샘플(상품권)-140x70.ai,칼선샘플(상품권)-140x70.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0119,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/상품권/칼선샘플(상품권)-148x68.ai,칼선샘플(상품권)-148x68.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0120,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/상품권/칼선샘플(상품권)-150x70.ai,칼선샘플(상품권)-150x70.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0121,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/상품권/칼선샘플(상품권)-150x72.ai,칼선샘플(상품권)-150x72.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0122,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/상품권/칼선샘플(상품권)-155x80.ai,칼선샘플(상품권)-155x80.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0123,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/상품권/칼선샘플(상품권)-160x70.ai,칼선샘플(상품권)-160x70.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0124,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/상품권/칼선샘플(상품권)-160x73.ai,칼선샘플(상품권)-160x73.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0125,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/상품권/칼선샘플(상품권)-170x70.ai,칼선샘플(상품권)-170x70.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0126,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/상품권/칼선샘플(상품권)-180x70.ai,칼선샘플(상품권)-180x70.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0127,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/상품권/칼선샘플(상품권)-180x90.ai,칼선샘플(상품권)-180x90.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0128,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/상품권/칼선샘플(상품권)-99x50.ai,칼선샘플(상품권)-99x50.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0129,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/엽서/칼선샘플(미니엽서)-140x90.ai,칼선샘플(미니엽서)-140x90.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0130,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/엽서/칼선샘플(미니엽서)-148x90.ai,칼선샘플(미니엽서)-148x90.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0131,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/엽서/칼선샘플(엽서)-148x105.ai,칼선샘플(엽서)-148x105.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0132,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/엽서/칼선샘플(엽서)-175x115.ai,칼선샘플(엽서)-175x115.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0133,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/엽서/칼선샘플(엽서)-180x98.ai,칼선샘플(엽서)-180x98.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0134,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/엽서/칼선샘플(엽서_정사각)-145x145.ai,칼선샘플(엽서_정사각)-145x145.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0135,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/post/엽서/칼선샘플(표준엽서)-150x100.ai,칼선샘플(표준엽서)-150x100.ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 현재 와디즈 상세페이지 사용 제외.",NO,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,EXCLUDE,REVIEWED,EXCLUDE,초대장·티켓·패키지 첫 배치 검토. 빈 칼선·규격 템플릿 또는 대표 원본의 PNG/색상/작업 파생본.,2026-08-09,,UNKNOWN
AST-0136,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/invitation/envelope/안내형 봉투) XXX STUDIO_KOREA TOUR(165x115).ai,안내형 봉투) XXX STUDIO_KOREA TOUR(165x115).ai,ai,패키지,INVITATION,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,VERIFY NEEDED,VERIFY NEEDED,HOLD,INVITATION / PACKAGE,DETAIL / NARRATIVE,실물 규격·인쇄 사양 또는 원본 아트보드 확인 필요.,NO,초대장·티켓·패키지 첫 배치 검토. 실제 아트보드 또는 규격·권리 확인 전에는 창작적 우선순위를 확정하지 않는 HOLD 자산.,HOLD,REVIEWED,HOLD,초대장·티켓·패키지 첫 배치 검토. 실제 아트보드 또는 규격·권리 확인 전에는 창작적 우선순위를 확정하지 않는 HOLD 자산.,2026-08-09,,UNKNOWN
